Sample descriptive name	Sample ID	Study ID	Platform	SRA	Description	Species	Comments	Molecule
Day_4_Mouse_2_right	GSM1435129	GSE56227	GPL13112	SRA	Mus musculus + Staphylococcus aureus Day 4 Mouse right ear	Mus musculus	"tissue type: ear;	agent: Staphylococcus aureus"	total RNA
Day_4_Mouse_3_Left	GSM1435130	GSE56227	GPL13112	SRA	Mus musculus + Staphylococcus aureus Day 4 Mouse left ear	Mus musculus	"tissue type: ear;	agent: Staphylococcus aureus"	total RNA
Day_4_Mouse_3_right	GSM1435131	GSE56227	GPL13112	SRA	Mus musculus + Staphylococcus aureus Day 4 Mouse right ear	Mus musculus	"tissue type: ear;	agent: Staphylococcus aureus"	total RNA
Day_4_Uninfected_Mouse_1	GSM1435132	GSE56227	GPL13112	SRA	Mus musculus Day 4 Uninfected Mouse	Mus musculus	"tissue type: ear;	agent: None"	total RNA
Day_4_Uninfected_Mouse_2	GSM1435133	GSE56227	GPL13112	SRA	Mus musculus Day 4 Uninfected Mouse	Mus musculus	"tissue type: ear;	agent: None"	total RNA
Day_4_Uninfected_Mouse_3	GSM1435134	GSE56227	GPL13112	SRA	Mus musculus Day 4 Uninfected Mouse	Mus musculus	"tissue type: ear;	agent: None"	total RNA
Day_7_Mouse_1_Left	GSM1435135	GSE56227	GPL13112	SRA	Mus musculus + Staphylococcus aureus Day 7 Mouse left ear	Mus musculus	"tissue type: ear;	agent: Staphylococcus aureus"	total RNA
Day_7_Mouse_1_Right	GSM1435136	GSE56227	GPL13112	SRA	Mus musculus + Staphylococcus aureus Day 7 Mouse right ear	Mus musculus	"tissue type: ear;	agent: Staphylococcus aureus"	total RNA
Day_7_Mouse_2_Left	GSM1435137	GSE56227	GPL13112	SRA	Mus musculus + Staphylococcus aureus Day 7 Mouse left ear	Mus musculus	"tissue type: ear;	agent: Staphylococcus aureus"	total RNA
Day_7_Mouse_2_right	GSM1435138	GSE56227	GPL13112	SRA	Mus musculus + Staphylococcus aureus Day 7 Mouse right ear	Mus musculus	"tissue type: ear;	agent: Staphylococcus aureus"	total RNA
Day_7_Mouse_3_Left	GSM1435139	GSE56227	GPL13112	SRA	Mus musculus + Staphylococcus aureus Day 7 Mouse left ear	Mus musculus	"tissue type: ear;	agent: Staphylococcus aureus"	total RNA
Day_7_Mouse_3_right	GSM1435140	GSE56227	GPL13112	SRA	Mus musculus + Staphylococcus aureus Day 7 Mouse right ear	Mus musculus	"tissue type: ear;	agent: Staphylococcus aureus"	total RNA
Day_7_Uninfected_Mouse_1	GSM1435141	GSE56227	GPL13112	SRA	Mus musculus Day 7 Uninfected Mouse	Mus musculus	"tissue type: ear;	agent: None"	total RNA
Day_7_Uninfected_Mouse_2	GSM1435142	GSE56227	GPL13112	SRA	Mus musculus Day 7 Uninfected Mouse	Mus musculus	"tissue type: ear;	agent: None"	total RNA
Day_7_Uninfected_Mouse_3	GSM1435143	GSE56227	GPL13112	SRA	Mus musculus Day 7 Uninfected Mouse	Mus musculus	"tissue type: ear;	agent: None"	total RNA
naÌøve lung basophils #1	GSM1358432	GSE56292	GPL18480	SRA	Lung basophils	Mus musculus	"strain: C57BL6/J;	tissue: Lung;	treatment: none"	polyA RNA
naÌøve lung basophils #2	GSM1358433	GSE56292	GPL18480	SRA	Lung basophils	Mus musculus	"strain: C57BL6/J;	tissue: Lung;	treatment: none"	polyA RNA
papain lung basophils #1	GSM1358434	GSE56292	GPL18480	SRA	Lung basophils	Mus musculus	"strain: C57BL6/J;	tissue: Lung;	treatment: papain"	polyA RNA
papain lung basophils #2	GSM1358435	GSE56292	GPL18480	SRA	Lung basophils	Mus musculus	"strain: C57BL6/J;	tissue: Lung;	treatment: papain"	polyA RNA
naÌøve lung eosinophil#1	GSM1358436	GSE56292	GPL18480	SRA	Lung eosinophil	Mus musculus	"strain: C57BL6/J;	tissue: Lung;	treatment: none"	polyA RNA
naÌøve lung eosinophil#2	GSM1358437	GSE56292	GPL18480	SRA	Lung eosinophil	Mus musculus	"strain: C57BL6/J;	tissue: Lung;	treatment: none"	polyA RNA
papain lung CD11c- eosinophil#1	GSM1358438	GSE56292	GPL18480	SRA	Lung eosinophil	Mus musculus	"strain: C57BL6/J;	tissue: Lung;	treatment: papain"	polyA RNA
papain lung CD11c- eosinophil#2	GSM1358439	GSE56292	GPL18480	SRA	Lung eosinophil	Mus musculus	"strain: C57BL6/J;	tissue: Lung;	treatment: papain"	polyA RNA
papain lung CD11c+ eosinophil#1	GSM1358440	GSE56292	GPL18480	SRA	Lung eosinophil	Mus musculus	"strain: C57BL6/J;	tissue: Lung;	treatment: papain"	polyA RNA
papain lung CD11c+ eosinophil#2	GSM1358441	GSE56292	GPL18480	SRA	Lung eosinophil	Mus musculus	"strain: C57BL6/J;	tissue: Lung;	treatment: papain"	polyA RNA
naÌøve lung natural helper cells #1	GSM1358442	GSE56292	GPL18480	SRA	Lung natural helper cells	Mus musculus	"strain: C57BL6/J;	tissue: Lung;	treatment: none"	polyA RNA
naÌøve lung natural helper cells #2	GSM1358443	GSE56292	GPL18480	SRA	Lung natural helper cells	Mus musculus	"strain: C57BL6/J;	tissue: Lung;	treatment: none"	polyA RNA
papain lung natural helper cells #1	GSM1358444	GSE56292	GPL18480	SRA	Lung natural helper cells	Mus musculus	"strain: C57BL6/J;	tissue: Lung;	treatment: papain"	polyA RNA
papain lung natural helper cells #2	GSM1358445	GSE56292	GPL18480	SRA	Lung natural helper cells	Mus musculus	"strain: C57BL6/J;	tissue: Lung;	treatment: papain"	polyA RNA
papain 3'UTRKO lung natural helper cells #1	GSM1358446	GSE56292	GPL18480	SRA	Lung natural helper cells	Mus musculus	"strain: C57BL6/J;	tissue: Lung;	treatment: papain"	polyA RNA
IK_rep1	GSM1370931	GSE56905	GPL17021	SRA	sub-cutaneous tumors that were growing in the presence of an intra-kidney tumor	Mus musculus	"cell type: entire tumor composition: tumor cells+ stroma cells;	origin: Renca cell line tumor injected sub-cutaneously at day 14 post-tumor injection;	strain: BALB/C"	total RNA
IK_rep2	GSM1370932	GSE56905	GPL17021	SRA	sub-cutaneous tumors that were growing in the presence of an intra-kidney tumor	Mus musculus	"cell type: entire tumor composition: tumor cells+ stroma cells;	origin: Renca cell line tumor injected sub-cutaneously at day 14 post-tumor injection;	strain: BALB/C"	total RNA
IK_rep3	GSM1370933	GSE56905	GPL17021	SRA	sub-cutaneous tumors that were growing in the presence of an intra-kidney tumor	Mus musculus	"cell type: entire tumor composition: tumor cells+ stroma cells;	origin: Renca cell line tumor injected sub-cutaneously at day 14 post-tumor injection;	strain: BALB/C"	total RNA
IK_rep4	GSM1370934	GSE56905	GPL17021	SRA	sub-cutaneous tumors that were growing in the presence of an intra-kidney tumor	Mus musculus	"cell type: entire tumor composition: tumor cells+ stroma cells;	origin: Renca cell line tumor injected sub-cutaneously at day 14 post-tumor injection;	strain: BALB/C"	total RNA
IK_rep5	GSM1370935	GSE56905	GPL17021	SRA	sub-cutaneous tumors that were growing in the presence of an intra-kidney tumor	Mus musculus	"cell type: entire tumor composition: tumor cells+ stroma cells;	origin: Renca cell line tumor injected sub-cutaneously at day 14 post-tumor injection;	strain: BALB/C"	total RNA
IK_rep6	GSM1370936	GSE56905	GPL17021	SRA	sub-cutaneous tumors that were growing in the presence of an intra-kidney tumor	Mus musculus	"cell type: entire tumor composition: tumor cells+ stroma cells;	origin: Renca cell line tumor injected sub-cutaneously at day 14 post-tumor injection;	strain: BALB/C"	total RNA
SC_rep1	GSM1370937	GSE56905	GPL17021	SRA	sub-cutaneous tumors that were growing in the absence of an intra-kidney tumor	Mus musculus	"cell type: entire tumor composition: tumor cells+ stroma cells;	origin: Renca cell line tumor injected sub-cutaneously at day 14 post-tumor injection;	strain: BALB/C"	total RNA
SC_rep2	GSM1370938	GSE56905	GPL17021	SRA	sub-cutaneous tumors that were growing in the absence of an intra-kidney tumor	Mus musculus	"cell type: entire tumor composition: tumor cells+ stroma cells;	origin: Renca cell line tumor injected sub-cutaneously at day 14 post-tumor injection;	strain: BALB/C"	total RNA
SC_rep3	GSM1370939	GSE56905	GPL17021	SRA	sub-cutaneous tumors that were growing in the absence of an intra-kidney tumor	Mus musculus	"cell type: entire tumor composition: tumor cells+ stroma cells;	origin: Renca cell line tumor injected sub-cutaneously at day 14 post-tumor injection;	strain: BALB/C"	total RNA
SC_rep4	GSM1370940	GSE56905	GPL17021	SRA	sub-cutaneous tumors that were growing in the absence of an intra-kidney tumor	Mus musculus	"cell type: entire tumor composition: tumor cells+ stroma cells;	origin: Renca cell line tumor injected sub-cutaneously at day 14 post-tumor injection;	strain: BALB/C"	total RNA
SC_rep5	GSM1370941	GSE56905	GPL17021	SRA	sub-cutaneous tumors that were growing in the absence of an intra-kidney tumor	Mus musculus	"cell type: entire tumor composition: tumor cells+ stroma cells;	origin: Renca cell line tumor injected sub-cutaneously at day 14 post-tumor injection;	strain: BALB/C"	total RNA
SC_rep6	GSM1370942	GSE56905	GPL17021	SRA	sub-cutaneous tumors that were growing in the absence of an intra-kidney tumor	Mus musculus	"cell type: entire tumor composition: tumor cells+ stroma cells;	origin: Renca cell line tumor injected sub-cutaneously at day 14 post-tumor injection;	strain: BALB/C"	total RNA
LPS_0min_RNA_total	GSM1372454	GSE56977	GPL13112	SRA	Mouse dendritic cells	Mus musculus	"cell type: dendritic cell;	strain: C57BL/6;	stimulation: LPS;	time post stimulation: 0 min;	treatment: ribosomal delpetion"	total RNA
LPS_15min_RNA_total	GSM1372455	GSE56977	GPL13112	SRA	Mouse dendritic cells	Mus musculus	"cell type: dendritic cell;	strain: C57BL/6;	stimulation: LPS;	time post stimulation: 15 min;	treatment: ribosomal delpetion"	total RNA
LPS_30min_RNA_total	GSM1372456	GSE56977	GPL13112	SRA	Mouse dendritic cells	Mus musculus	"cell type: dendritic cell;	strain: C57BL/6;	stimulation: LPS;	time post stimulation: 30 min;	treatment: ribosomal delpetion"	total RNA
LPS_45min_RNA_total	GSM1372457	GSE56977	GPL13112	SRA	Mouse dendritic cells	Mus musculus	"cell type: dendritic cell;	strain: C57BL/6;	stimulation: LPS;	time post stimulation: 45 min;	treatment: ribosomal delpetion"	total RNA
LPS_60min_RNA_total	GSM1372458	GSE56977	GPL13112	SRA	Mouse dendritic cells	Mus musculus	"cell type: dendritic cell;	strain: C57BL/6;	stimulation: LPS;	time post stimulation: 60 min;	treatment: ribosomal delpetion"	total RNA
LPS_75min_RNA_total	GSM1372459	GSE56977	GPL13112	SRA	Mouse dendritic cells	Mus musculus	"cell type: dendritic cell;	strain: C57BL/6;	stimulation: LPS;	time post stimulation: 75 min;	treatment: ribosomal delpetion"	total RNA
LPS_90min_RNA_total	GSM1372460	GSE56977	GPL13112	SRA	Mouse dendritic cells	Mus musculus	"cell type: dendritic cell;	strain: C57BL/6;	stimulation: LPS;	time post stimulation: 90 min;	treatment: ribosomal delpetion"	total RNA
LPS_105min_RNA_total	GSM1372461	GSE56977	GPL13112	SRA	Mouse dendritic cells	Mus musculus	"cell type: dendritic cell;	strain: C57BL/6;	stimulation: LPS;	time post stimulation: 105 min;	treatment: ribosomal delpetion"	total RNA
LPS_120min_RNA_total	GSM1372462	GSE56977	GPL13112	SRA	Mouse dendritic cells	Mus musculus	"cell type: dendritic cell;	strain: C57BL/6;	stimulation: LPS;	time post stimulation: 120 min;	treatment: ribosomal delpetion"	total RNA
LPS_135min_RNA_total	GSM1372463	GSE56977	GPL13112	SRA	Mouse dendritic cells	Mus musculus	"cell type: dendritic cell;	strain: C57BL/6;	stimulation: LPS;	time post stimulation: 135 min;	treatment: ribosomal delpetion"	total RNA
LPS_150min_RNA_total	GSM1372464	GSE56977	GPL13112	SRA	Mouse dendritic cells	Mus musculus	"cell type: dendritic cell;	strain: C57BL/6;	stimulation: LPS;	time post stimulation: 150 min;	treatment: ribosomal delpetion"	total RNA
LPS_165min_RNA_total	GSM1372465	GSE56977	GPL13112	SRA	Mouse dendritic cells	Mus musculus	"cell type: dendritic cell;	strain: C57BL/6;	stimulation: LPS;	time post stimulation: 165 min;	treatment: ribosomal delpetion"	total RNA
LPS_180min_RNA_total	GSM1372466	GSE56977	GPL13112	SRA	Mouse dendritic cells	Mus musculus	"cell type: dendritic cell;	strain: C57BL/6;	stimulation: LPS;	time post stimulation: 180 min;	treatment: ribosomal delpetion"	total RNA
LPS_0min_RNA_4sU	GSM1372467	GSE56977	GPL13112	SRA	Mouse dendritic cells	Mus musculus	"cell type: dendritic cell;	strain: C57BL/6;	stimulation: LPS;	time post stimulation: 0 min;	treatment: ribosomal delpetion, 4sU selection"	total RNA
LPS_15min_RNA_4sU	GSM1372468	GSE56977	GPL13112	SRA	Mouse dendritic cells	Mus musculus	"cell type: dendritic cell;	strain: C57BL/6;	stimulation: LPS;	time post stimulation: 15 min;	treatment: ribosomal delpetion, 4sU selection"	total RNA
LPS_30min_RNA_4sU	GSM1372469	GSE56977	GPL13112	SRA	Mouse dendritic cells	Mus musculus	"cell type: dendritic cell;	strain: C57BL/6;	stimulation: LPS;	time post stimulation: 30 min;	treatment: ribosomal delpetion, 4sU selection"	total RNA
LPS_45min_RNA_4sU	GSM1372470	GSE56977	GPL13112	SRA	Mouse dendritic cells	Mus musculus	"cell type: dendritic cell;	strain: C57BL/6;	stimulation: LPS;	time post stimulation: 45 min;	treatment: ribosomal delpetion, 4sU selection"	total RNA
LPS_60min_RNA_4sU	GSM1372471	GSE56977	GPL13112	SRA	Mouse dendritic cells	Mus musculus	"cell type: dendritic cell;	strain: C57BL/6;	stimulation: LPS;	time post stimulation: 60 min;	treatment: ribosomal delpetion, 4sU selection"	total RNA
LPS_75min_RNA_4sU	GSM1372472	GSE56977	GPL13112	SRA	Mouse dendritic cells	Mus musculus	"cell type: dendritic cell;	strain: C57BL/6;	stimulation: LPS;	time post stimulation: 75 min;	treatment: ribosomal delpetion, 4sU selection"	total RNA
LPS_90min_RNA_4sU	GSM1372473	GSE56977	GPL13112	SRA	Mouse dendritic cells	Mus musculus	"cell type: dendritic cell;	strain: C57BL/6;	stimulation: LPS;	time post stimulation: 90 min;	treatment: ribosomal delpetion, 4sU selection"	total RNA
LPS_105min_RNA_4sU	GSM1372474	GSE56977	GPL13112	SRA	Mouse dendritic cells	Mus musculus	"cell type: dendritic cell;	strain: C57BL/6;	stimulation: LPS;	time post stimulation: 105 min;	treatment: ribosomal delpetion, 4sU selection"	total RNA
LPS_120min_RNA_4sU	GSM1372475	GSE56977	GPL13112	SRA	Mouse dendritic cells	Mus musculus	"cell type: dendritic cell;	strain: C57BL/6;	stimulation: LPS;	time post stimulation: 120 min;	treatment: ribosomal delpetion, 4sU selection"	total RNA
LPS_135min_RNA_4sU	GSM1372476	GSE56977	GPL13112	SRA	Mouse dendritic cells	Mus musculus	"cell type: dendritic cell;	strain: C57BL/6;	stimulation: LPS;	time post stimulation: 135 min;	treatment: ribosomal delpetion, 4sU selection"	total RNA
LPS_150min_RNA_4sU	GSM1372477	GSE56977	GPL13112	SRA	Mouse dendritic cells	Mus musculus	"cell type: dendritic cell;	strain: C57BL/6;	stimulation: LPS;	time post stimulation: 150 min;	treatment: ribosomal delpetion, 4sU selection"	total RNA
LPS_165min_RNA_4sU	GSM1372478	GSE56977	GPL13112	SRA	Mouse dendritic cells	Mus musculus	"cell type: dendritic cell;	strain: C57BL/6;	stimulation: LPS;	time post stimulation: 165 min;	treatment: ribosomal delpetion, 4sU selection"	total RNA
LPS_180min_RNA_4sU	GSM1372479	GSE56977	GPL13112	SRA	Mouse dendritic cells	Mus musculus	"cell type: dendritic cell;	strain: C57BL/6;	stimulation: LPS;	time post stimulation: 180 min;	treatment: ribosomal delpetion, 4sU selection"	total RNA
EGFP KD ESC_RNA-seq_R1	GSM1376650	GSE57170	GPL13112	SRA	murine embryonic stem cells	Mus musculus	"knockdown: EGFP KD by siRNA;	cell line: E14;	cell type: embryonic stem cells"	total RNA
EGFP KD ESC_RNA-seq_R2	GSM1376651	GSE57170	GPL13112	SRA	murine embryonic stem cells	Mus musculus	"knockdown: EGFP KD by siRNA;	cell line: E14;	cell type: embryonic stem cells"	total RNA
Smarca4 KD ESCs_RNA-seq_R1	GSM1376652	GSE57170	GPL13112	SRA	murine embryonic stem cells	Mus musculus	"knockdown: Smarca4 KD by siRNA;	cell line: E14;	cell type: embryonic stem cells"	total RNA
Smarca4 KD ESCs_RNA-seq_R2	GSM1376653	GSE57170	GPL13112	SRA	murine embryonic stem cells	Mus musculus	"knockdown: Smarca4 KD by siRNA;	cell line: E14;	cell type: embryonic stem cells"	total RNA
EGFP KD ESCs_CAP-seq_R1	GSM1376654	GSE57170	GPL13112	SRA	murine embryonic stem cells	Mus musculus	"knockdown: EGFP KD by siRNA;	cell line: E14;	cell type: embryonic stem cells"	total RNA
EGFP KD ESCs_CAP-seq_R2	GSM1376655	GSE57170	GPL13112	SRA	murine embryonic stem cells	Mus musculus	"knockdown: EGFP KD by siRNA;	cell line: E14;	cell type: embryonic stem cells"	total RNA
Smarca4 KD ESCs_CAP-seq_R1	GSM1376656	GSE57170	GPL13112	SRA	murine embryonic stem cells	Mus musculus	"knockdown: Smarca4 KD by siRNA;	cell line: E14;	cell type: embryonic stem cells"	total RNA
Smarca4 KD ESCs_CAP-seq_R2	GSM1376657	GSE57170	GPL13112	SRA	murine embryonic stem cells	Mus musculus	"knockdown: Smarca4 KD by siRNA;	cell line: E14;	cell type: embryonic stem cells"	total RNA
EGFP KD MEF_CAP-seq_R1	GSM1376660	GSE57170	GPL13112	SRA	mouse embryonic fibroblasts	Mus musculus	"knockdown: EGFP KD by siRNA;	strain: black6;	cell line: T-antigen immortalized from primary MEFs;	cell type: embryonic fibroblasts"	total RNA
EGFP KD MEF_CAP-seq_R2	GSM1376661	GSE57170	GPL13112	SRA	mouse embryonic fibroblasts	Mus musculus	"knockdown: EGFP KD by siRNA;	strain: black6;	cell line: T-antigen immortalized from primary MEFs;	cell type: embryonic fibroblasts"	total RNA
Smarca4 KD MEFs_CAP-seq_R1	GSM1376662	GSE57170	GPL13112	SRA	mouse embryonic fibroblasts	Mus musculus	"knockdown: Smarca4 KD by siRNA;	strain: black6;	cell line: T-antigen immortalized from primary MEFs;	cell type: embryonic fibroblasts"	total RNA
Smarca4 KD MEFs_CAP-seq_R2	GSM1376663	GSE57170	GPL13112	SRA	mouse embryonic fibroblasts	Mus musculus	"knockdown: Smarca4 KD by siRNA;	strain: black6;	cell line: T-antigen immortalized from primary MEFs;	cell type: embryonic fibroblasts"	total RNA
Dcr1	GSM1379389	GSE57313	GPL17021	SRA	liver	Mus musculus	"genotype: control littermate;	tissue: liver;	timepoint: ZT0;	age: 3-6 months;	genetic background: C57BL/6 x 129SvEv x 129S2/SvPas"	total RNA
Dcr2	GSM1379390	GSE57313	GPL17021	SRA	liver	Mus musculus	"genotype: control littermate;	tissue: liver;	timepoint: ZT4;	age: 3-6 months;	genetic background: C57BL/6 x 129SvEv x 129S2/SvPas"	total RNA
Dcr3	GSM1379391	GSE57313	GPL17021	SRA	liver	Mus musculus	"genotype: control littermate;	tissue: liver;	timepoint: ZT8;	age: 3-6 months;	genetic background: C57BL/6 x 129SvEv x 129S2/SvPas"	total RNA
Dcr4	GSM1379392	GSE57313	GPL17021	SRA	liver	Mus musculus	"genotype: control littermate;	tissue: liver;	timepoint: ZT12;	age: 3-6 months;	genetic background: C57BL/6 x 129SvEv x 129S2/SvPas"	total RNA
Dcr5	GSM1379393	GSE57313	GPL17021	SRA	liver	Mus musculus	"genotype: control littermate;	tissue: liver;	timepoint: ZT16;	age: 3-6 months;	genetic background: C57BL/6 x 129SvEv x 129S2/SvPas"	total RNA
Dcr6	GSM1379394	GSE57313	GPL17021	SRA	liver	Mus musculus	"genotype: control littermate;	tissue: liver;	timepoint: ZT20;	age: 3-6 months;	genetic background: C57BL/6 x 129SvEv x 129S2/SvPas"	total RNA
Dcr7	GSM1379395	GSE57313	GPL17021	SRA	liver	Mus musculus	"genotype: Dicer knockout;	tissue: liver;	timepoint: ZT0;	age: 3-6 months;	genetic background: C57BL/6 x 129SvEv x 129S2/SvPas"	total RNA
Dcr8	GSM1379396	GSE57313	GPL17021	SRA	liver	Mus musculus	"genotype: Dicer knockout;	tissue: liver;	timepoint: ZT4;	age: 3-6 months;	genetic background: C57BL/6 x 129SvEv x 129S2/SvPas"	total RNA
Dcr9	GSM1379397	GSE57313	GPL17021	SRA	liver	Mus musculus	"genotype: Dicer knockout;	tissue: liver;	timepoint: ZT8;	age: 3-6 months;	genetic background: C57BL/6 x 129SvEv x 129S2/SvPas"	total RNA
Dcr10	GSM1379398	GSE57313	GPL17021	SRA	liver	Mus musculus	"genotype: Dicer knockout;	tissue: liver;	timepoint: ZT12;	age: 3-6 months;	genetic background: C57BL/6 x 129SvEv x 129S2/SvPas"	total RNA
Dcr11	GSM1379399	GSE57313	GPL17021	SRA	liver	Mus musculus	"genotype: Dicer knockout;	tissue: liver;	timepoint: ZT16;	age: 3-6 months;	genetic background: C57BL/6 x 129SvEv x 129S2/SvPas"	total RNA
Dcr12	GSM1379400	GSE57313	GPL17021	SRA	liver	Mus musculus	"genotype: Dicer knockout;	tissue: liver;	timepoint: ZT20;	age: 3-6 months;	genetic background: C57BL/6 x 129SvEv x 129S2/SvPas"	total RNA
Dcr13	GSM1379401	GSE57313	GPL17021	SRA	liver	Mus musculus	"genotype: control littermate;	tissue: liver;	timepoint: ZT0;	age: 3-6 months;	genetic background: C57BL/6 x 129SvEv x 129S2/SvPas"	total RNA
Dcr14	GSM1379402	GSE57313	GPL17021	SRA	liver	Mus musculus	"genotype: control littermate;	tissue: liver;	timepoint: ZT4;	age: 3-6 months;	genetic background: C57BL/6 x 129SvEv x 129S2/SvPas"	total RNA
Dcr15	GSM1379403	GSE57313	GPL17021	SRA	liver	Mus musculus	"genotype: control littermate;	tissue: liver;	timepoint: ZT8;	age: 3-6 months;	genetic background: C57BL/6 x 129SvEv x 129S2/SvPas"	total RNA
Dcr16	GSM1379404	GSE57313	GPL17021	SRA	liver	Mus musculus	"genotype: control littermate;	tissue: liver;	timepoint: ZT12;	age: 3-6 months;	genetic background: C57BL/6 x 129SvEv x 129S2/SvPas"	total RNA
Dcr17	GSM1379405	GSE57313	GPL17021	SRA	liver	Mus musculus	"genotype: control littermate;	tissue: liver;	timepoint: ZT16;	age: 3-6 months;	genetic background: C57BL/6 x 129SvEv x 129S2/SvPas"	total RNA
Dcr18	GSM1379406	GSE57313	GPL17021	SRA	liver	Mus musculus	"genotype: control littermate;	tissue: liver;	timepoint: ZT20;	age: 3-6 months;	genetic background: C57BL/6 x 129SvEv x 129S2/SvPas"	total RNA
Dcr19	GSM1379407	GSE57313	GPL17021	SRA	liver	Mus musculus	"genotype: Dicer knockout;	tissue: liver;	timepoint: ZT0;	age: 3-6 months;	genetic background: C57BL/6 x 129SvEv x 129S2/SvPas"	total RNA
Dcr20	GSM1379408	GSE57313	GPL17021	SRA	liver	Mus musculus	"genotype: Dicer knockout;	tissue: liver;	timepoint: ZT4;	age: 3-6 months;	genetic background: C57BL/6 x 129SvEv x 129S2/SvPas"	total RNA
Dcr21	GSM1379409	GSE57313	GPL17021	SRA	liver	Mus musculus	"genotype: Dicer knockout;	tissue: liver;	timepoint: ZT8;	age: 3-6 months;	genetic background: C57BL/6 x 129SvEv x 129S2/SvPas"	total RNA
Dcr22	GSM1379410	GSE57313	GPL17021	SRA	liver	Mus musculus	"genotype: Dicer knockout;	tissue: liver;	timepoint: ZT12;	age: 3-6 months;	genetic background: C57BL/6 x 129SvEv x 129S2/SvPas"	total RNA
Dcr23	GSM1379411	GSE57313	GPL17021	SRA	liver	Mus musculus	"genotype: Dicer knockout;	tissue: liver;	timepoint: ZT16;	age: 3-6 months;	genetic background: C57BL/6 x 129SvEv x 129S2/SvPas"	total RNA
